"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"1601","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2,"PCT","Percent",NA,NA
"1586","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-4.3,"PCT","Percent",NA,NA
"2171","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"2172","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"2537","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.7,"PCT","Percent",NA,NA
"2538","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"2175","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2176","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.3,"PCT","Percent",NA,NA
"1934","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.3,"PCT","Percent",NA,NA
"1854","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40083","Other services in respect of motor vehicles","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1855","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.9,"PCT","Percent",NA,NA
"1856","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"1938","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1939","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2183","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"2184","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"2185","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.4,"PCT","Percent",NA,NA
"2186","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2551","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2552","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6.5,"PCT","Percent",NA,NA
"2553","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"2554","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40046","Footwear for women","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2555","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2.6,"PCT","Percent",NA,NA
"2556","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-3.2,"PCT","Percent",NA,NA
"2193","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-3,"PCT","Percent",NA,NA
"2194","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2.7,"PCT","Percent","r","revised"
"1831","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1832","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97558","Water and sewerage","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"377","2020-Q3","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"378","2020-Q4","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"743","2021-Q1","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"744","2021-Q2","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"745","2021-Q3","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"746","2021-Q4","2","Percentage Change from Previous Period","131185","Carpets and other floor coverings","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2203","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"2204","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.8,"PCT","Percent","r","revised"
"2569","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2570","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2.9,"PCT","Percent",NA,NA
"1964","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"1844","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"1845","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"1846","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.7,"PCT","Percent",NA,NA
"1725","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.3,"PCT","Percent",NA,NA
"1726","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.9,"PCT","Percent",NA,NA
"1970","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.6,"PCT","Percent",NA,NA
"1890","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115528","Insurance","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"759","2020-Q3","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.5,"PCT","Percent",NA,NA
"760","2020-Q4","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"1125","2021-Q1","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1126","2021-Q2","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"763","2021-Q3","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"764","2021-Q4","2","Percentage Change from Previous Period","131179","Food products n.e.c.","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2585","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"2586","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.6,"PCT","Percent",NA,NA
"2587","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"2588","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.7,"PCT","Percent",NA,NA
"1861","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131181","Garments","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-8,"PCT","Percent",NA,NA
